startup_name,founded_year,country,industry,funding_stage,total_funding_millions,number_employees,annual_revenue_millions,valuation_billions,success_score,acquired,ipo,customers_millions,tech_stack,social_media_followers,cluster,revenue_per_employee,funding_per_employee,valuation_per_employee,revenue_per_customer,funding_per_customer,valuation_per_customer,funding_to_revenue,valuation_to_revenue,revenue_to_funding,followers_per_customer
Startup_4499,2007-01-01,France,Healthcare,Series A,54.0,1383.0,121.0,31.55,8.0,Yes,No,77.0,"Python, AI",2820295.0,3,0.08742774566473989,0.03901734104046243,22.796242774566473,1.5512820512820513,0.6923076923076923,404.4871794871795,0.4426229508196721,258.60655737704917,2.2,36157.6282051282
Startup_4500,2000-01-01,USA,Logistics,Series B,472.0,84.0,197.0,27.97,3.0,No,No,65.0,"Python, AI",2030236.0,0,2.3176470588235296,5.552941176470588,329.05882352941177,2.984848484848485,7.151515151515151,423.7878787878788,2.3838383838383836,141.26262626262627,0.4164904862579281,30761.151515151516
Startup_4501,2015-01-01,Canada,EdTech,Series C,331.0,504.0,752.0,23.66,4.0,No,No,45.0,"Java, Spring",771529.0,0,1.489108910891089,0.6554455445544555,46.851485148514854,16.347826086956523,7.195652173913044,514.3478260869565,0.4395750332005312,31.420982735723772,2.2650602409638556,16772.369565217392
Startup_4502,2010-01-01,Brazil,Gaming,IPO,145.0,1272.0,103.0,19.99,2.0,Yes,Yes,56.0,"Node.js, React",3372757.0,2,0.08091123330714847,0.11390416339355852,15.70306362922231,1.8070175438596492,2.543859649122807,350.70175438596493,1.3942307692307692,192.21153846153845,0.7054794520547946,59171.17543859649
Startup_4503,2004-01-01,Australia,Tech,Seed,349.0,174.0,459.0,46.11,9.0,Yes,No,41.0,"Node.js, React",3040137.0,3,2.6228571428571428,1.9942857142857142,263.48571428571427,10.928571428571429,8.30952380952381,1097.857142857143,0.758695652173913,100.23913043478261,1.3114285714285714,72384.21428571429
Startup_4504,2012-01-01,Germany,FoodTech,Series C,431.0,1765.0,903.0,32.16,3.0,Yes,Yes,19.0,"Java, Spring",2298185.0,0,0.5113250283125708,0.24405436013590034,18.210645526613813,45.15,21.55,1607.9999999999998,0.47676991150442477,35.57522123893805,2.0902777777777777,114909.25
Startup_4505,2008-01-01,Australia,FoodTech,Series B,209.0,592.0,572.0,8.28,9.0,No,Yes,3.0,"Java, Spring",2429695.0,3,0.9645868465430016,0.3524451939291737,13.962900505902192,143.0,52.25,2070.0,0.3647469458987784,14.450261780104713,2.723809523809524,607423.75
Startup_4506,2006-01-01,India,EdTech,Seed,3.0,313.0,872.0,38.35,6.0,No,No,59.0,"C++, ML",1409384.0,0,2.7770700636942673,0.009554140127388535,122.13375796178345,14.533333333333333,0.05,639.1666666666666,0.003436426116838488,43.92898052691867,218.0,23489.733333333334
Startup_4507,2006-01-01,France,AI,IPO,124.0,937.0,650.0,5.67,2.0,No,Yes,87.0,"Java, Spring",3668338.0,0,0.6929637526652452,0.13219616204690832,6.044776119402985,7.386363636363637,1.4090909090909092,64.43181818181819,0.19047619047619047,8.709677419354838,5.2,41685.65909090909
Startup_4508,2009-01-01,Brazil,EdTech,Series C,480.0,868.0,555.0,44.42,2.0,No,Yes,55.0,"PHP, Laravel",7004.0,0,0.6386651323360184,0.5523590333716916,51.11622554660529,9.910714285714286,8.571428571428571,793.2142857142857,0.8633093525179856,79.89208633093526,1.1538461538461537,125.07142857142857
Startup_4509,2020-01-01,Australia,Tech,IPO,78.0,3125.0,643.0,35.4,6.0,Yes,Yes,82.0,"C++, ML",3406679.0,1,0.2056941778630838,0.02495201535508637,11.324376199616124,7.746987951807229,0.9397590361445783,426.50602409638554,0.12111801242236025,54.96894409937888,8.139240506329115,41044.32530120482
Startup_4510,2015-01-01,Japan,Energy,IPO,452.0,4961.0,573.0,13.62,2.0,No,No,19.0,"Java, Spring",4839605.0,2,0.1154776299879081,0.09109230149133414,2.7448609431680775,28.65,22.6,681.0,0.7874564459930313,23.72822299651568,1.2649006622516556,241980.25
Startup_4511,2007-01-01,Japan,Healthcare,Seed,29.0,1083.0,724.0,35.58,5.0,Yes,No,37.0,"C++, ML",2248051.0,0,0.6678966789667896,0.026752767527675275,32.82287822878229,19.05263157894737,0.7631578947368421,936.3157894736842,0.04,49.07586206896552,24.133333333333333,59159.23684210526
Startup_4512,2019-01-01,Germany,FoodTech,Series C,117.0,3707.0,340.0,8.15,4.0,Yes,No,70.0,"Python, AI",4200862.0,2,0.09169363538295577,0.03155339805825243,2.197950377562028,4.788732394366197,1.647887323943662,114.78873239436619,0.34310850439882695,23.900293255131963,2.8813559322033897,59167.07042253521
Startup_4513,2006-01-01,India,AI,Series A,31.0,213.0,244.0,4.63,3.0,No,No,70.0,"PHP, Laravel",407725.0,0,1.1401869158878504,0.14485981308411214,21.635514018691588,3.436619718309859,0.43661971830985913,65.21126760563381,0.12653061224489795,18.897959183673468,7.625,5742.605633802817
Startup_4514,2006-01-01,India,E-commerce,Seed,185.0,110.0,415.0,6.64,7.0,No,No,88.0,"Node.js, React",3792604.0,3,3.7387387387387387,1.6666666666666667,59.81981981981982,4.662921348314606,2.0786516853932584,74.6067415730337,0.44471153846153844,15.961538461538462,2.2311827956989245,42613.52808988764
Startup_4515,2009-01-01,France,Tech,IPO,376.0,1407.0,72.0,21.83,6.0,Yes,No,3.0,"Node.js, React",4263102.0,3,0.05113636363636364,0.26704545454545453,15.504261363636363,18.0,94.0,5457.5,5.1506849315068495,299.041095890411,0.1909814323607427,1065775.5
Startup_4516,2011-01-01,USA,EdTech,IPO,337.0,119.0,155.0,31.02,7.0,Yes,No,91.0,"C++, ML",3692054.0,3,1.2916666666666667,2.808333333333333,258.5,1.684782608695652,3.6630434782608696,337.17391304347825,2.16025641025641,198.84615384615384,0.45857988165680474,40131.02173913043
Startup_4517,2000-01-01,Brazil,E-commerce,IPO,278.0,3905.0,652.0,5.68,7.0,No,No,91.0,"Java, Spring",3593024.0,1,0.16692268305171531,0.07117255504352278,1.454173067076293,7.086956521739131,3.0217391304347827,61.73913043478261,0.42572741194486985,8.698315467075039,2.336917562724014,39054.608695652176
Startup_4518,2007-01-01,Canada,Energy,Series B,478.0,709.0,565.0,26.25,3.0,No,No,62.0,"C++, ML",1077736.0,0,0.795774647887324,0.6732394366197183,36.971830985915496,8.968253968253968,7.587301587301587,416.6666666666667,0.8445229681978799,46.37809187279152,1.1795407098121085,17106.920634920636
Startup_4519,2002-01-01,Germany,Logistics,Series C,320.0,2820.0,209.0,7.34,7.0,Yes,No,24.0,"Python, AI",3690000.0,3,0.07408720311946118,0.11343495214462956,2.6019142148174406,8.36,12.8,293.6,1.5238095238095237,34.95238095238095,0.6510903426791277,147600.0
Startup_4520,2016-01-01,USA,Logistics,Series B,2.0,103.0,446.0,7.29,4.0,Yes,No,62.0,"Node.js, React",3024127.0,0,4.288461538461538,0.019230769230769232,70.09615384615384,7.079365079365079,0.031746031746031744,115.71428571428571,0.0044742729306487695,16.308724832214764,148.66666666666666,48002.01587301587
Startup_4521,2010-01-01,Japan,Energy,Series A,268.0,2364.0,681.0,25.32,5.0,No,No,45.0,"PHP, Laravel",1004972.0,0,0.2879492600422833,0.11331923890063425,10.706131078224102,14.804347826086957,5.826086956521739,550.4347826086956,0.39296187683284456,37.12609970674487,2.5315985130111525,21847.217391304348
Startup_4522,2008-01-01,Japan,FoodTech,Series C,442.0,3179.0,25.0,31.26,1.0,No,No,99.0,"Java, Spring",2946600.0,2,0.007861635220125786,0.1389937106918239,9.830188679245284,0.25,4.42,312.6,17.0,1202.3076923076924,0.056433408577878104,29466.0
Startup_4523,2002-01-01,Japan,AI,Series B,416.0,1983.0,608.0,23.24,6.0,Yes,No,46.0,"Node.js, React",306281.0,0,0.3064516129032258,0.20967741935483872,11.713709677419354,12.936170212765957,8.851063829787234,494.468085106383,0.6830870279146142,38.160919540229884,1.4580335731414868,6516.617021276596
Startup_4524,2021-01-01,Japan,EdTech,Series C,276.0,747.0,261.0,11.64,2.0,Yes,Yes,7.0,"PHP, Laravel",2155550.0,0,0.34893048128342247,0.3689839572192513,15.561497326203208,32.625,34.5,1455.0,1.0534351145038168,44.42748091603053,0.9422382671480144,269443.75
Startup_4525,2021-01-01,USA,EdTech,Series C,179.0,10.0,257.0,48.06,3.0,No,No,56.0,"C++, ML",4982176.0,3,23.363636363636363,16.272727272727273,4369.090909090909,4.508771929824562,3.1403508771929824,843.1578947368421,0.6937984496124031,186.27906976744185,1.4277777777777778,87406.59649122808
Startup_4526,2008-01-01,Australia,Healthcare,Series C,152.0,4718.0,302.0,39.85,2.0,Yes,No,22.0,"C++, ML",1824102.0,2,0.0639966094511549,0.03221021402839585,8.44458571731299,13.130434782608695,6.608695652173913,1732.608695652174,0.5016501650165016,131.5181518151815,1.973856209150327,79308.78260869565
Startup_4527,2012-01-01,Brazil,FinTech,Series A,168.0,4940.0,173.0,5.66,2.0,Yes,Yes,75.0,"Node.js, React",2105966.0,2,0.03501315523173447,0.03400121432908318,1.1455171018012549,2.276315789473684,2.210526315789474,74.47368421052632,0.9655172413793104,32.52873563218391,1.0236686390532543,27710.07894736842
Startup_4528,2001-01-01,China,Tech,Series B,347.0,3170.0,165.0,48.23,3.0,No,No,12.0,"Python, AI",2641006.0,2,0.05203405865657521,0.10942920214443393,15.20971302428256,12.692307692307692,26.692307692307693,3710.0,2.0903614457831323,290.5421686746988,0.47413793103448276,203154.3076923077
Startup_4529,2017-01-01,France,Logistics,Seed,368.0,1747.0,13.0,24.23,8.0,No,Yes,10.0,"PHP, Laravel",4462844.0,3,0.007437070938215103,0.21052631578947367,13.861556064073227,1.1818181818181819,33.45454545454545,2202.7272727272725,26.285714285714285,1730.7142857142858,0.03523035230352303,405713.0909090909
Startup_4530,2004-01-01,Germany,FinTech,Seed,269.0,4019.0,108.0,18.07,4.0,Yes,Yes,66.0,"Java, Spring",4752635.0,2,0.026865671641791045,0.06691542288557215,4.4950248756218905,1.6119402985074627,4.014925373134329,269.7014925373134,2.467889908256881,165.77981651376146,0.4,70934.85074626865
Startup_4531,2020-01-01,Germany,Tech,Series A,359.0,3109.0,718.0,8.01,9.0,Yes,No,56.0,"Java, Spring",2407582.0,1,0.23086816720257236,0.11543408360128618,2.57556270096463,12.596491228070175,6.298245614035087,140.52631578947367,0.4993045897079277,11.14047287899861,1.9944444444444445,42238.28070175439
Startup_4532,2017-01-01,Brazil,FoodTech,Series C,493.0,1845.0,229.0,44.84,6.0,No,No,66.0,"Java, Spring",2679936.0,3,0.12405200433369447,0.26706392199349943,24.29035752979415,3.417910447761194,7.358208955223881,669.2537313432836,2.143478260869565,194.95652173913044,0.46356275303643724,39999.0447761194
Startup_4533,2002-01-01,India,Healthcare,Series C,48.0,2100.0,361.0,28.88,9.0,No,Yes,46.0,"Python, AI",1774518.0,3,0.1718229414564493,0.02284626368396002,13.745835316515945,7.680851063829787,1.0212765957446808,614.468085106383,0.13259668508287292,79.77900552486187,7.36734693877551,37755.70212765958
Startup_4534,2002-01-01,France,Logistics,IPO,482.0,2972.0,110.0,27.53,8.0,No,Yes,14.0,"Python, AI",4074003.0,3,0.03699966363942146,0.16212579885637404,9.260006727211572,7.333333333333333,32.13333333333333,1835.3333333333333,4.342342342342342,248.018018018018,0.2277432712215321,271600.2
Startup_4535,2018-01-01,India,Tech,Series A,317.0,543.0,990.0,26.84,7.0,Yes,Yes,56.0,"Python, AI",4389772.0,0,1.8198529411764706,0.5827205882352942,49.338235294117645,17.36842105263158,5.56140350877193,470.87719298245617,0.31987891019172554,27.08375378405651,3.1132075471698113,77013.54385964913
Startup_4536,2013-01-01,India,Healthcare,Series B,200.0,3569.0,775.0,2.01,7.0,No,Yes,28.0,"PHP, Laravel",3774887.0,1,0.21708683473389356,0.056022408963585436,0.5630252100840335,26.724137931034484,6.896551724137931,69.31034482758619,0.25773195876288657,2.59020618556701,3.855721393034826,130168.5172413793
Startup_4537,2015-01-01,Japan,EdTech,Seed,260.0,3055.0,101.0,38.11,3.0,Yes,Yes,57.0,"Node.js, React",4093184.0,2,0.033049738219895285,0.08507853403141362,12.470549738219896,1.7413793103448276,4.482758620689655,657.0689655172414,2.549019607843137,373.62745098039215,0.38697318007662834,70572.13793103448
Startup_4538,2003-01-01,Brazil,Gaming,Series A,458.0,2769.0,193.0,42.07,7.0,Yes,No,48.0,"Node.js, React",204858.0,3,0.06967509025270759,0.16534296028880865,15.187725631768952,3.938775510204082,9.346938775510203,858.5714285714286,2.3608247422680413,216.8556701030928,0.420479302832244,4180.775510204082
Startup_4539,2007-01-01,Brazil,Energy,IPO,289.0,785.0,917.0,30.31,2.0,Yes,Yes,20.0,"Python, AI",4461813.0,0,1.1666666666666667,0.36768447837150126,38.56234096692112,43.666666666666664,13.761904761904763,1443.3333333333333,0.3148148148148148,33.01742919389978,3.1620689655172414,212467.2857142857
Startup_4540,2002-01-01,India,FoodTech,Series B,221.0,1709.0,664.0,5.98,1.0,Yes,No,33.0,"Java, Spring",3878697.0,0,0.3883040935672515,0.12923976608187135,3.497076023391813,19.529411764705884,6.5,175.88235294117646,0.3323308270676692,8.992481203007518,2.990990990990991,114079.32352941176
Startup_4541,2012-01-01,Brazil,Tech,IPO,180.0,4730.0,819.0,21.33,9.0,No,No,72.0,"Java, Spring",4900104.0,1,0.1731135066582118,0.03804692454026633,4.50856055802156,11.219178082191782,2.4657534246575343,292.1917808219178,0.21951219512195122,26.01219512195122,4.524861878453039,67124.71232876713
Startup_4542,2002-01-01,France,Tech,IPO,422.0,966.0,760.0,43.65,8.0,No,No,12.0,"Java, Spring",4328599.0,3,0.7859358841778697,0.4364012409513961,45.13960703205791,58.46153846153846,32.46153846153846,3357.6923076923076,0.5545335085413929,57.35873850197109,1.7966903073286051,332969.1538461539
Startup_4543,2015-01-01,Brazil,AI,Series B,32.0,2254.0,391.0,24.7,3.0,No,No,45.0,"Node.js, React",4705491.0,2,0.17339246119733925,0.014190687361419069,10.953436807095343,8.5,0.6956521739130435,536.9565217391304,0.08163265306122448,63.01020408163265,11.848484848484848,102293.28260869565
Startup_4544,2014-01-01,Australia,FinTech,Seed,483.0,929.0,955.0,47.81,7.0,No,No,8.0,"C++, ML",2846767.0,1,1.0268817204301075,0.5193548387096775,51.40860215053763,106.11111111111111,53.666666666666664,5312.222222222223,0.5052301255230126,50.01046025104603,1.9731404958677685,316307.44444444444
Startup_4545,2013-01-01,China,EdTech,Series C,383.0,1440.0,492.0,39.51,3.0,No,No,89.0,"PHP, Laravel",1640230.0,0,0.3414295628036086,0.26578764746703676,27.418459403192227,5.466666666666667,4.2555555555555555,439.0,0.7768762677484787,80.1419878296146,1.28125,18224.777777777777
Startup_4546,2020-01-01,India,Energy,Series A,389.0,658.0,174.0,28.05,6.0,Yes,Yes,84.0,"Java, Spring",786229.0,3,0.26403641881638845,0.590288315629742,42.564491654021246,2.0470588235294116,4.576470588235294,330.0,2.222857142857143,160.28571428571428,0.4461538461538462,9249.75294117647
Startup_4547,2018-01-01,Australia,FinTech,IPO,26.0,2098.0,731.0,35.87,4.0,No,No,36.0,"Java, Spring",293123.0,0,0.348261076703192,0.012386850881372083,17.08909004287756,19.756756756756758,0.7027027027027027,969.4594594594595,0.03551912568306011,49.00273224043716,27.074074074074073,7922.243243243243
Startup_4548,2018-01-01,UK,Gaming,Series B,99.0,3283.0,367.0,36.48,9.0,No,No,76.0,"PHP, Laravel",986143.0,1,0.11175395858708892,0.030146163215590743,11.108404384896467,4.766233766233766,1.2857142857142858,473.76623376623377,0.26902173913043476,99.1304347826087,3.67,12807.051948051949
Startup_4549,2008-01-01,Canada,FinTech,Series C,470.0,3845.0,292.0,47.59,2.0,No,Yes,45.0,"Node.js, React",2031623.0,2,0.07592303692147685,0.12220488819552783,12.373894955798232,6.3478260869565215,10.217391304347826,1034.5652173913043,1.6040955631399318,162.4232081911263,0.6199575371549894,44165.717391304344
Startup_4550,2022-01-01,China,Energy,Seed,254.0,1573.0,725.0,32.92,3.0,No,No,57.0,"C++, ML",4297837.0,0,0.4606099110546379,0.1613722998729352,20.914866581956797,12.5,4.379310344827586,567.5862068965517,0.349862258953168,45.34435261707989,2.843137254901961,74100.63793103448
Startup_4551,2021-01-01,UK,Gaming,Series A,65.0,2933.0,187.0,23.36,1.0,No,No,45.0,"Node.js, React",336526.0,2,0.06373551465576005,0.022154055896387186,7.961826857532379,4.065217391304348,1.4130434782608696,507.82608695652175,0.34574468085106386,124.25531914893617,2.8333333333333335,7315.782608695652
Startup_4552,2014-01-01,USA,EdTech,IPO,330.0,4483.0,176.0,0.54,3.0,Yes,No,11.0,"Python, AI",865810.0,2,0.039250669045495096,0.0735950044603033,0.12042818911685994,14.666666666666666,27.5,45.0,1.8644067796610169,3.0508474576271185,0.5317220543806647,72150.83333333333
Startup_4553,2012-01-01,India,E-commerce,Series B,155.0,3306.0,346.0,13.22,2.0,No,Yes,21.0,"Python, AI",3751434.0,2,0.10462654974296946,0.0468702751738736,3.997580889023284,15.727272727272727,7.045454545454546,600.9090909090909,0.44668587896253603,38.09798270893372,2.217948717948718,170519.72727272726
Startup_4554,2022-01-01,Canada,AI,IPO,421.0,1296.0,886.0,34.62,6.0,No,Yes,1.0,"Java, Spring",4723633.0,0,0.6831148804934464,0.3245952197378566,26.69236700077101,443.0,210.5,17310.0,0.4746335963923337,39.0304396843292,2.0995260663507107,2361816.5
Startup_4555,2010-01-01,Australia,Logistics,Seed,406.0,1957.0,30.0,42.14,2.0,Yes,Yes,63.0,"Java, Spring",481901.0,2,0.015321756894790603,0.20735444330949948,21.52196118488253,0.46875,6.34375,658.4375,13.096774193548388,1359.3548387096773,0.07371007371007371,7529.703125
Startup_4556,2010-01-01,Brazil,Healthcare,IPO,251.0,1342.0,942.0,31.08,8.0,No,No,97.0,"C++, ML",3265776.0,1,0.7014147431124349,0.18689501116902457,23.14221891288161,9.612244897959183,2.561224489795918,317.14285714285717,0.26617179215270415,32.95864262990456,3.738095238095238,33324.244897959186
Startup_4557,2018-01-01,UK,FinTech,Series B,41.0,756.0,115.0,46.09,4.0,No,Yes,43.0,"PHP, Laravel",3520684.0,3,0.15191545574636725,0.05416116248348745,60.88507265521797,2.6136363636363638,0.9318181818181818,1047.5,0.35344827586206895,397.32758620689657,2.738095238095238,80015.54545454546
Startup_4558,2013-01-01,USA,Gaming,Series C,196.0,4883.0,497.0,42.91,6.0,No,No,55.0,"PHP, Laravel",4828042.0,1,0.10176085176085176,0.04013104013104013,8.785831285831286,8.875,3.5,766.25,0.39357429718875503,86.16465863453816,2.5228426395939088,86215.03571428571
Startup_4559,2000-01-01,Canada,Logistics,IPO,167.0,1008.0,740.0,46.31,9.0,No,No,92.0,"PHP, Laravel",849536.0,3,0.7333994053518335,0.16551040634291378,45.89692765113974,7.956989247311828,1.7956989247311828,497.9569892473118,0.2253711201079622,62.49662618083671,4.404761904761905,9134.79569892473
Startup_4560,2018-01-01,Australia,Healthcare,IPO,202.0,1984.0,682.0,34.72,5.0,Yes,No,53.0,"Python, AI",3497608.0,0,0.34357682619647356,0.1017632241813602,17.4911838790932,12.62962962962963,3.740740740740741,642.9629629629629,0.2957540263543192,50.834553440702784,3.3596059113300494,64770.51851851852
Startup_4561,2005-01-01,Brazil,E-commerce,Series B,214.0,254.0,126.0,21.1,8.0,No,Yes,74.0,"PHP, Laravel",2575562.0,3,0.49411764705882355,0.8392156862745098,82.74509803921569,1.68,2.8533333333333335,281.3333333333333,1.68503937007874,166.14173228346456,0.586046511627907,34340.82666666667
Startup_4562,2000-01-01,Japan,Logistics,Series B,313.0,3656.0,727.0,22.32,3.0,No,Yes,97.0,"PHP, Laravel",3134070.0,0,0.1987968280010938,0.08558928083128248,6.103363412633306,7.418367346938775,3.193877551020408,227.75510204081633,0.42994505494505497,30.65934065934066,2.3152866242038215,31980.30612244898
Startup_4563,2016-01-01,UK,Tech,Seed,272.0,3593.0,351.0,19.23,4.0,No,No,82.0,"Python, AI",4445300.0,2,0.09766277128547579,0.07568169170840289,5.350584307178631,4.228915662650603,3.2771084337349397,231.6867469879518,0.7727272727272727,54.63068181818182,1.2857142857142858,53557.8313253012
Startup_4564,2005-01-01,UK,Tech,Series C,231.0,4830.0,855.0,7.3,9.0,No,No,17.0,"C++, ML",3339260.0,1,0.1769819913061478,0.04781618712481888,1.5110743117367005,47.5,12.833333333333334,405.55555555555554,0.26985981308411217,8.52803738317757,3.685344827586207,185514.44444444444
Startup_4565,2022-01-01,Canada,Tech,Seed,177.0,2736.0,678.0,0.65,2.0,No,No,44.0,"Python, AI",3372038.0,0,0.24771647789550602,0.06466934599926927,0.23748629886737305,15.066666666666666,3.933333333333333,14.444444444444445,0.2606774668630339,0.9572901325478645,3.808988764044944,74934.17777777778
